toxicity	message
0.24739842	"""   - *'** ***** * ****** *** * ******* *** ******* ** *** *******, ** *** [******** ******] ***. *** * ******* **** *** ****** ** **********, ******* * ** ********** **** *** ***** ******* ** ******* ***/** ************* ******* ******* **'* *) *** ********* ** ********** *) **'* ****** * ********* ** ******-****** ******* **** **** ************ **** **** *** ***** ** *********'* ********* *) ** *** ****** **** * """"******* *******"""" ***** *******/*******/******** ******* *** *** ** """"*****"""" **** ********* *** **** *******/*******/******** **** ********* ****. *** **** ** **** ** ******* *** **********, ********** *** ******** ** *** *******, ** *** ********* ** ***** ** - **** ** ***** *** ********* *******, *** ***** ***** *** ****** ********** **** ******* ** *** ******* ******** ** *********'* ***********.   """
0.062275063	****'* ****. ****** *** ******* **** ****.
0.6110972	** ***!   *** ** *** *** ** **** * **** *** * ******* ******* ******* *** ** **** ** ** *****. * **** ***** **** *** ***** ** *** ******* ** ** *****.
0.21133563	* **** *** ********** *******.   ** *** **, *** ** *** * ******* ****** ** ****** *********** ******.
0.08582999	*'* ***, **** ******* ****** ** ******** ** ******* ********** (***), *** (**** **** **** ** *** ** **) *** ********** (***) ** ***** *** ****** *** **** *** ***** *** ******* **.
0.062616244	"""** ******* ******* *** ****** """"**** ***** *******"""" ** """"***** ***** *******"""", **** **** ** **** ****, *** ******** ***** ************* ** **** *****, **** ******* ** *** **** *****. **** ** ********* ** * ***** ***** ******* **** ** ******* ****, ** ** *** ********, ******* ********* **,***, ***** *** ***** ** *** ******** ****** ****, ****** **** *** ********** *******. ********* **** ** * **** ***** *******."""
0.5154597	********* **? * ******* *** ******* ** *** ******** ******???
0.8249469	**  ***** ****. ***  **** ** **** ******? ******? ****** ***'* ***** ** **, * ** * ******! *** * ************ ** *** ****! *** **, *'* *** **** ***** ***.
0.27992448	"""  * **** * *** ** ****** ***** ** * ****** ** *** *****.  ***.  ***, ***, * ** ******** *** ** *** (** ** **-**** ********** ***** ******* **).  * **** *** **** """"****"""" ******* * ***** **** ** ** ****.  * *** **** ** ***** *****, ** ****, **** * ***** **** *** ****.  ** ** *** ** *******.  ** ***** **** *** *** ******** **, ***** ** ***** ****** *** *****.  *** *** *** ** ******* ***** **?  ** **** ***** ** ** **** ***** **** *** **** ******* **** ** ** *** ***** ***** **?  ** *** *****, **** * **** **** * *** *** *** ********** ***** * *** ********* *** ******.  *** *** * **** ******** ***** **** ********** *****.  *** * ***'* **** ** ** ****** ******** ***** ** - * **** *** **** ***** ****** **** ***** **.  * ***** **** * **** **** *** ****** ** ****** **** ******** **.   """
0.90566295	""" ****. * *** *****. *** ******* ****** """"******* ******"""" ** """"*******"""" **** *** **** *** ****** *** *** *******.— (**) """
0.19667482	""" * **** ** ***** **** ***** *** *** ******* **** ** * ********* ** **** ***, *** ** ****** **** ** **** **** ******* ********** ***** **** **** *****. ***'**, *** **** **** ** ***** ** ****? **** *** ** ****** **** *** *****, **** ******* ******** ******* ** *** *** ** ***********. ** **** **** """"*****"""" ****** ********** ********** ** ********* ******. ***'* ** *** **** ** ****** * ****-****** *** *** ******** ****? -   """
0.11682629	*******   ****? ******* **** **** ** *** ****** ** *** ****
0.06871179	** *****  * ***'* ***** *** ***** **** *******, *** ** ******  **** *** *** * ****** **** **** **** ******* ** *** **** *** ** **** ****** ***** ******** ** *** ***. ***, ** ******'* **** **. *** *** **** *** ***** ** ****? ******! -
0.07187222	""" *******. *'** ******* * **** *******, **''''' """
0.14992651	****** ** ** ***** **** * ******** *** ******* *******.  *****, *** **** *** ***** ******** **** *** ********* **** *** *****, ******* **********.  ******, *** ********* ** ****** ********** ** ***** * ********* ******.  *****, ****** **** *** **** **** ****** ******** *** ******** ** ** **** ********* ******'* **** ******** ***** **** ****** ******** - ** **'* ***, ***** ****** ** ****** *******.  ******, *** ******* ****** ** **** ** ** ** *** ************ ******** - *****'* ***** **** * *** ** **** **** *'* ***** **, **** ** ************ ** ******** ***** ******* **** ****** *** *.*.  ***** *** ** ***** ****** ****: *** * ****** ****** ** **** ** *** *********** ****  ** **** ***.
0.1594618	*** ***** ****   ** ****** ********** ** * ****** *****, **** **** ***. ** ********* *** **********.  * ***** *** **** ** ******* *** ***** ** *******.  ** **** **** **.  ******.
0.113236085	***** **** ***** ** *******, * ******* * ***    ***** *** ** *
0.35418636	""" ** *****, ***** **'* * *** ******* **** **** ** **********, ** ***'* *** *** *********/****** ********* ** ********. ** *** *** ** **** ** **** ****** ** ******* ***** *** **** ** ******* **** ****** ** ******* ** *** ******** *********** ********* **** ****** ********* ********* ** *** ********. ****** """
0.13629232	""" *** **** ***** * """"******"""" ********** **** ("""
0.19152687	"""  ***** ***** **** **: * *********** ***'* **** """"*** ********* *********"""", ** ***** ***** *** ********, *** ***** ** ***** *** ******* ***** *** ***** *********, *** ******* (**** ********* **********) *** ******* ***** """"***** ***** ******** *** ********"""". *** * ** **** *** ********** *********. ** *** **** **, *** *** **** ** ** **** * **** ** ***************@*****.***. *'** **** ****** * ******* ****** *** ***. ** *** ** **** ******** ****, *'** ********* ******* ** *****. * **** * **** ********** ** ***** ** *** ***** ** ****-******** ***********. **** *** *** ** **, *** ** *** **** *** ******, *'** *** ** ******* ****. (*******, ***********, *******, ***********, **'* *** *****.) ***'* **** *** ** ***** ******? -)   """
0.31089434	""" ** ***, ** *** **** ** * **** **** **** ** *** *** ****** **** ****! ***! * *******'* **** **** **** ********* ** ***. *****. *** (****) """
0.079542466	**** ** ************ *** ***** ******* ********* *** *** *** *** (*** *** ****** ****** ****** ***** ** ******), *** ***** ******* ***'* *** ******* ** ******** ********* ********.
0.2311881	***** ********  *** *** **** ******* ** **** **** **** ** *** ******* ***** ******** ** **** *** **** ** ** **** ******* ** ****.
0.83416015	***** ****** ** ******, *** **:*****. **** ******** ******* ** ****** ** ******* ****** ***** ** **** * ***** ******** * ******** ****** ** *** ** ********* ** ************.
0.15039739	"""  ***** ********* ** *********, * **** ******* **** ** *** ****** ** **** **** ********. * **** **** **** *** *** ****. *** ****** ****** *** ****** ***** ** ** *** **** ******* ******** **** *** ********* ** ***** *** * ********* ** **** *** ******* ***** ***** *******. *** **** **** ** **** **** *** ** **** *** **** **** *** ********** ********** ** ** ******** *********, ***** ** *** **** ******* ** *** **** ******** """"**** ****"""". *** *** **** ** **** ** * *** ****** ******** ** ****, * ***** **** ** **** ** ** ********* ** **** ******** ** **** ******* ** *** ******, *** **** * *** **** *** ******** **** ** *** *** ******* ******.  """
0.03310905	* ***. * ***** * ******* **** *** **** * ******* ******* * *****... ****** *** ******** **** **.
0.19119363	* **** ******** *** ******* **** **** ** (********* ***** **** ****).
0.697936	****, *** **** **** **** *** **** ***** **** *** ***.  ****** *** *****(*******) ** *** ************ ***** ** **** *** *** ***** ** **** & ****. ******* **.***.***.***
0.24881689	******* *** ******** ****** *******, ***** *** ******** *************, *** ***...**** **** *** **, ***** **** ******* ********* /
0.16051465	*** *** **** ** *** ****** ** **** ** * ****** ******?
0.37249395	"""  **** ********, *********  ***** “******** ** ********” “*******” ** ** ********* ******* ***** “******** ** ********” ** ***** ****** ** ******** / ********* ***** *** **********, ********* ***** **** ** *********/******** ************** *** ******* **** ***** ** **** ** ******* /***** ** *******, *** ** ******* *** ****** ******* * ***********, **** ****** *********** ******* ************* **** *******, ************** *** ****** ********* ******** *** *********** ** ********* *** ******** **** ** ******** ** ******** ** *** ******** *** ******* **** ******, ****, ********* ***/** **********.  *** *******, *** *** ****** **** ****** ************ **** * **** **** ** ******** ****** ** ********* ** * **** **** ***** *** ** ****** ** *********?   **** ** * ******** ** ********.   ******* *******, **** *** *************, ****** ** ********* ** ******** *** ********* ********* “************"""", “********”, “***** ****” *** “********” *** ****** *****, **** **** ** *** ****** ***** ****, ***** ****** ****** ***/** *** ****** ********?   **** “************"""", “********” *** “********” *** *** ** ***** ******* *** ************** *** ** ******** ** ********.  **** *** ****** ******** **** *** ******** ******** ***** ********** **** ***** ** ******, ** **** ********** *********** ** **** ********, **** *** ********** ** ***** ********, ****** ** **********?  **** **** ** * ******** ** ********.  **** **** ** ************ *** ******** *** ********* *** ** ********* **** ********** ********* “************"""", “********” *** “********” ***’* **** ****** ******** *** **** ** ******** **** *** **** ****** ******* *** ***** **********?    ** ********** ********** ********* “************"""", “********” *** “********” ******** ***** “******** ** ********” *** ****** *** ************ ** ******* ** ******* ** *** ********* *** ****** ******** ** *********, *** ******* ** ** ********* ****** *********.  **** ***** ** **** ****** ******** / ********* *********** ** ***** ****** ** “******** ** ********” *** “*******”.  ********* *** ******** ******* ***'* ****** ********' *** ******* *******... “** *** **** ** ** ***** **** *** **** *********?”. **** *** ******** *** ******* ****** ***** ****** ** ***** **** *** ***** ******* ** *** **********, *** **** **** **** *** ***** *** ****. *** **** *** *** *****, *** **** ***** ****** **** ** ** ********* ****** ** ******* ********.   *** **** ******** ********* ****** ** ** ******* *** **** ******** ******* ******* *** ***** *** ******* ** ** ******.   ******** *** ********* ********* ** ****** ****** *********, *** **** **** ********** **** ***** ** ******* **.  **********, *** ****** *** ******* ******** ** **** ******* **** ******, *** **** ****** *** ****** ** *** ************* **** ******* *** **** *** *** ** ******.  *** *** ***** **** ******** ******* *** ********* *** ** ******** ** ******** ** ****?   **** ****** **** **** **** * ******* ** ********** *******, ***** ****** *********, ******* ********* ******** *** *********'* *** ******* *******, *** ****.   ******** *** ********* ****** ******* “****” ** ** ****, *********** ******** **** ****** ** ***** **** ******* ****** **** **** ***** ***** ****, (****** ** **** **** **** ********** ** ****) *** ** ***** ******** **** *** *** *****, *********** *** ***** ** ******* ***** **** ******* ******* ***** *****, *** *** ******* ****** ******** **** ** ***** **** **** ***’* ******* **** ***** ******, *** **** ******* ****** ***** ******, **** ** ******** ***** ****** ** ***** * ******** ** ********, *** ***** ******* *** **** ** **** ***** ** **********.  **'* ******* ******** *** ********* ******** ** ****** ****** """"**** ** ***** ***'* ******"""" *** *** ** **** ******* **** *************.  *** *** ****** ******* *** ****** **** *** *** ******* ***** *** ******* ******* ********** ******* ** ******** *** **** ** *** **** ******* ** **** *** ** **** *******.  ** *** ***’* ***** ** ******** *** *********’* *** ******* ********, **** ****** *** ** *** ******* *** **** **** *** ****** ** ****** ********* ***** *** ****** ********* *** ****..  **** *** ***** ** *** ******* **** *** *** ***** ***** **** ****?"""
0.08442612	""" **** (***)  ***, * ***** """"*****"""" ** ** *** *** ** *** ********; *** *** ** ******** *** **** ***** ** ******* *********, *** ***** ***** ***** ******** ** ******** ******** ** ***** ****** ****.  *******,   **:**, * ****"""
0.55759466	*** ********** '******'   * ****** **** * ****** ******* ***, ****** **** *** *** ** ************* *** ***.
0.69542736	*** * ******** ** ******* ******** *** **** *** *** *** **** **** *** ***, *** **** ****** ********. ***.***.***.***
0.15534899	*** ***** ***** **** ********* ** ***** **** ** ******** *** ******** ** **** *********. ** *** ******* ******** ** *** ******** *** ****, *** ** ** ********* **** ***. *** *** **** **** *** ******** ********* ** *** ******** ******* ** *** ******** ** *** ********, ******** *********' ******* ** *** ******** *******? * ***** *** *** * *** *** ***. ** *** ***?
0.09472842	""" *** ******** ****** *** *** **** **** *** ********* ***** ** *** ********** ******* ****.  ******* **** **** * *** **** ******** ****-***** ** ***** ********, *** ********** ******** **** ****'* **** **** ****.  **** *** ******** ** ** **-**** ***** ** *** **** ***** ** *** ************, *** **** ** **** *** *** **** ******* *** ***=**** ********* *** *** ** *** *********. **** ****** *** *** ** ****. ** ******* *****:  ** *** """"****"""" *****, """"******* ***********"""" ****** ** ***** **-**** ************* ******-**** ***********, *.*. """"*** ****** ** ******* ** ********* (****** ****: ***).""""  ** ******, **** ** ********* ** **** ** ******* ***** *****, ** *** """"*******"""" ** **** **** ** ***** ** * ********-***** ********* **** ** ** **** ******* ***** ************* ***** ********* ********** ** ******** ******** *******, ******* **** *** ************* ** *********, *** ***** * **** ******* ** ******** ******.  (**********, *************) """
0.08293701	*'* ******** *** *******. **** *** ** ** ****** *** **** ********* **. **** **** **** ***** ***, ** ** **** ********, * **** ********* ** **** ** *** ******* ******* * *** *******. *** ******'* **** ****, *** **** ** *** ******** ** * ***** *** * ******** ***** * *** ********* **** ***** ** *** ****. ** *** ********, ***** *** ****, *** ******* *** *******. ** ** *** ******* ******** ****. ***  ****, *** **** ***** ******* *** **** *** ******* *****.
0.9631356	*******|***** *** ** * ******* *******. ***** **** ** **** ** ****** ** ***.***.***.**!
0.5137174	""" **** * ******** ********.  *** *** *** *** """"*****"""" ** *** **** ****** **** ** *******, ** """"*****"""" *** **** ****** (******* ** ****** *** **)?  ** ***** *******.  —  """
0.24007268	******** ** **** ********** *** *** ********* ******* ******   * ***** *** **** ** *** ******** ** **** **********  *** **** *** **** ** *** ********* ******* ******.  **** ** ***** *** *******.  * **** **** ** ******* **** **** ****** *** *** ******** **** ** ** ****** ****** ***** ******* **** ** *** *** ********** ** ******** ***-****** *********** ***** *********. **
0.03122112	* **** ******* **** * ****** ********* *********, *** ******* ***** *** *******. * ***** ***** **** ****** **** * *** ******.+ */*
0.27700204	*** *** ****** ** ******* ** ******** *****?   *** **         ******   **** · *** *** ** · ***** ********** · ******* **                   **** ****  · **** · ******** · ********* ** · ****** · ******* ******* · *******                  **********  · *** ********** · ****** · ********* · ****** · ***** · ***** · ******* · ***** ****** · ******* **** · ***** · ******** · ******* · *** *******                  ******  ** *** ***** *** ** ********* *********** ** *** ****** **** ** **** *** *** ********* *******?   ***, ******.   ** **** *********   ** **** ***** ** ** ***   ******* *****  *****: ***  ********: *                  ******                     *******: ******** ********* ****** *** ********* ******* ****** ****** ** ** ******, ****   ******** ********* ******** * *****-*****, *********** ******* ****** **** ****** **** *****, ******* *********** ********* ** **** *** ******** **** ******** *******.   *** ******** ****** ** ***** ** ******* ***** ** ***** ****** ****** ******* ******** *** ******* ******. **** **** ** *** **** ******** ******* ******** ****** ***** ******* ****** ** ****** *, ******** *** *****, ******** *** ****** **** *** *******, ******** ******** *** ***** *********, ******* *** *** ******* ******* *****.   ******* ******, *** **, ****   * ***** ** ** ******** *** ********* ******* ****** ******* ****-******* *** ******* ****** ****** ** *:** *.*. ** **** **** ** ***** *** ** ******** ***** **** ***** ****** ****. *** ********* ***** *** ************ ****** ******’* *** *** **** ***’* *******, ******* *** *** ******* *** **** ****** *** *** *** ****** ****** ******* ******* ***** ** ** ** ********* *** ****** ********.   “****** **** ** *** ****** ******** **********,” ****-*******, **, **** *******. “**** **** ******* *** ********* ** **** ** ***** *** *********.”   ****-******* **** **** *** *** **** *** ** ******** ***** ****** *****, *** *** *** ****** ********** ****** *** **** “*** ***” *********** ***** *** ****** ** **** ** *** ***** ***** *** ********.   ** ** ****** * ********* ******* ********, “** ************* *** ******** * ******* ****** ** * ****** ***** ************ ******** ** ********,” *** ***** ******** ****** ******** *** ******* ******’* ***** ** *****.   ****** ***-**** ******* ***** ** ***** ********** **** ***** **** “** ********* ** *** ******** ** ********,” *** *** “******* ** *** ****** **** ******* ** ******** [** ***** *** ****** **** *** ******] ******** ******** * ****** ** ***** ******* ********* *******.”   ** ** *-**** ** *******, ****** ******* **** **** *** ******* ************ *** ********* * ****** ** ***** * ********* *** *** ******* ***** * ******. ** ******** ** ****** ********* ***** ******* ** *** **** ***** ** ***** ** ****** *** ****** ** ****** *, *** **** **** ** *** **** *********** **** ** * ****** ** *** ********* **** ** ******** * ********* **** ******** *** ** *** ********.   ** ******** ********* ** ******* *** ******* **********, *** ****** ****** *** *** ******** ******* ** ***** **** *** ********.   “**** ** ********,” **** ***** ********, ********* ** *** **** ******* ** *********** ******** ** ***** *** *******, ** ***** *** ******** ******* ****** *******. “** *** ******* ** * ***** ****** ********, ** *** ******* ** ** ********* *** ** *** ******* ** *** **** ***.”   ** * ********** ********* ** *******, “** **** *** **** ****** ** ***** ******** ** ******* ****** ** *** ***** ** ******,” ******** **** *******. “** ** *** **** ** *** **********.”   ******* ******   ** *** ******* ********* ** *******, ****** ******* *** *** ******* *** ** *** ******* ** **** ****** ******** ** * **** *** ******* **** *** ******** **** ********* *** *** ** ****** * ******** ***** ** *** ******** ** ***** ********.   *** ******’* ******* ********* *** **** *** ******** ***** ** ***** ******** ******* ** *** *****.   “*** ***’* *** ******** **** ** ** **** ** *** ****** **** ******* ** ********?” *** ****** *****, ********* ** ** ********** ******* ** ********, ******** *** ******* ********** ******** **** ** **** ******* ************* **** *****’* *******. “***’* **** ******* ********* *** ********? ** ** *** *********** ** *** ******* ******, ** ** ******* ** ***** *** ********.”   *** ****** *** *** ******* ** ********* ***** ******* *********** ** *****
0.2640127	********* ** ********* ***** ****: ****** *** ******** *** ****** ** ** **** **** ** ******* ** *********'* **** ******. *** **** ** *** ***** *** ***** ** *********.  ****, * **** ** , *** **** **** ********** ******** ** *********. ** *********:**** *** ** *** *** *********** *** ** ******* ******** ** *********.  *** * **** ****** ******** ** ******* *** *****-****** ****, ***** ****** *** ** ** ****** *** * ******* ** **-***** *** ********* **** **** ***** ***** ** *** **** ** *********.
0.048049524	***** *** ******   *** ***** *** ****** ** **** ***** ***** *** ********* ****** *********** ** *** ******** *** ***** ***** *** ** *** ****** ****** ** ******. ** ******** **** **** ****** ****** ** ********* **** * ********* ****** (********** ****, *** ******, ***.) **** ** * *********-**** ****** *** ** *** ********** ****** ** ******** ********** ** *** ******.
0.1489081	"""]], *** ****** *** **** ** ***** ***** *******. **, ***, ***, ***, ***, ** *** **** ***** """"****** *** ****** * ******* ** *** ** **** * **** *********, **** ***** ** ** ** ****** ** * ******* *****"""", ** **** *** *** **:*** ** *** *****.  ****://****.*****.***/*******/******/***/****/***.*.***.**.*.*** """" ****** ******* ********* ******* *******, ************* ** ******* ********* ** ****** ******* ***** ******* ** ** *** **********: ********** ************ ** *** ********* ******* *******, *****-***** *******, ******, *-** ******** ****"""" => ** *** * ******* ****** """"*********** ********** ***** **** *************"""", ** **** *** “* **** *********** ** *** ****** ** ***** ***********” ***** ***** ******* *** ***********. ****://***.*********.**/***/*****/*******.***  ************* ******** ******* ~ *** ******* ** ********  => ************/******* **** ***** *** **** *********** *** **** *** ******-** ****** ***** ** *** ******** ********* ** ******* (***** * *****) ****://***.**************.***/*******/******/********/***/***/***/********.*** *****: """"*** *******, ***** ***** ******** ** ***** ** *** ***** ** ******* ** *** ***** ****-********** *********** ***** *****, *** ***** ******* *** ************ ******. *** *** *********** *** **** ******** ****** ** ****** ************ ******* ** ** ******* ****** ****** *****."""", *** * **** ***** **** * ******* ******* **** ******* ******** ***: *****: """"*** *******, ***** ***** ******** ** ***** ** *** ***** ** ******* ** *** ***** ****-********** *********** ***** *****, *** ***** ******* *** ************ ******."""" *** ****** ****. *** ******* **********, *** ** ** ***********? *** *'* *** **** ***** *** **** *** ******, *** *** ******* *** ****** *******. ****://***.**************.***/*******/******/********/***/***/***/********.***  """"***** *******, """"*** **** ***** *** ********,"""", ****** ********, **/**/****, ****** ***, ***** **"""" => ***** **** *** ******** ******* *** *** ********* **** ***** ** **** ***** ********** ******** ******** ******* ***** ****. **** ***** ***** ***** ******** ** *** ******** ** *** ***** *****. ****://***.**************.***/*******/******/********/***/***/***/********.***  *****'* ******** ***** ******* ** ***** *******, ******* ****** ** *** ********** *** *** ******* ** ***********. ***** ***** ** *** ****** ********. ****://***.******.***/**********/*****.****?**=********-****-****-****-************ """"**** ********, """"****** *****'* '***********'"""", *** ****** *******, ******** **, ****"""" => ***** ***** ***  *******/***** *********** ****://***.***.**/*******/***********/*****/*******/********/******************/********?***=******  """"***.** **** ***** (**** *, ****) """"******* ******* ****** ***** ********** ******"""", ***.**, ********* **** *, ****"""" => ***** *** ***** ******** ********* **** ***** ***** **:** ****://***.***.**/******/*****/****/**/**/*****-*********.****  """"***** ********** ***** **** ******, ****** *******"""", *** ****, ********* **** *, **** ****://***.******.***/******/****/********/*****.****?**=********-****-****-****-************&*;=*****  """"******* ********, ******* **** *******; ****** ******* (**** *, ****)""""****** ***** ** **** ********* ********** ** ***** *** ***********"""", ******.***, ********* **** *, ****"""" => **** **** ******* **** ** ****** ******** **** *** ***** **** ***** ******* ******.  ***** ******* ****** ** ****** ** **** **** ***** *** *** **** * ** * **** ********* ******* ** **** *****. *** ********* ********* ***** **** ** *** ***** ** *** """"****** ******* ********* ******* *******"""" ***** ** ** *********** **** ** ****** ******** ** ********* *********.   **** *** ****** (***** ** ********* ****** ******) *** *'** **** ** **** *** ****** ** **:** *******, **** ** ******* ****:  ****://****.******.***/*************?**=*&***;=**&**;=**&*;=*****+**********+****+*****+****&**;=***  ****://*******.******.**/*******?*=*****+**********+****+*****+****&**;=**&****;=******  *** ** ****** *** **** **** *** ******** ** *** ************************* **** ***** ***** *******.   ****://*************************.***/*****-***.***  ****://*************************.***/*****-***-****.***  ****://*************************.***/*****-***-****.***  ****://*************************.***/*****-***-****.***  == **:***"""
0.49448168	******* *** **** ********** **** ***** *** **** *********** ******** *** **** **** *********.  ***** ** **** * ********** ** *** ********* ** **** *** *** ****.  ** ** *** ***** ******, ** *** **** ******** ** ****** **** *** *.*. ********* *** *** ** ****** *********.  ****** ***** *** **** ****** **** **** **** * ******* ***** *** *** **** * ****** ***** ****.  **** ****** ** ****** *** ** ****** *********.  ** *** **** ***** ** **** ******* *** *********** ************* *** ***** *.*..  *******, ****** * ****** *.*. ***** **** *** *** *** ****** ********* *** **** ***** *** **** *** **** **** *.*. ******.  ** ******'* ******* *.*. ** ****** ** ** ***** **** **'* ********* ** ********* ** ******** ****** *** **** ** *.*. ** ***** **.  ******* **** ** ******** *** ***** ***** ** ** **** ******* ****** ***** ******* ***** ***** ** *********** ***** ********* ** ******** ***** ***********.  ******* ** ******* ******** **** ***** **** ***** ******** **** ** **** *.*.'* ************* ******* **** ***** ******** ******* (***)  ***** ***** ******** **** *.*.'* **** *** ***** **** ***** ******** ******* (**).  ** ******** ****** ** *** *.*. *** ***** ** ***** ********* *******.
0.14384936	*** * **** *** ********* ***** *** ******* **** ***** ********. ** *** **** **** *******, ****** ***** ** *** ****** *** *** ** ***** ****** ** ******* *** **** * ***** *****
0.43019727	**** **** ** ******:*********   *** **** **** ****** ********* **** ****** ** **** **** ******** ***** ** *** **********. ** ****, ** ** * **** ** *********. ****** ***'* ** ** *****.  (****)   ** ******** *** *** ** ******* ** **** (****** **** ****). **** ** *** **** ******* *** *** **** *** **** ** *** **********. **'* *****, ******. *** *******'* ****** **. ** ***** *** **** *********. ** *** ***'* **** ** **** ******** ***** *********, **** ***'* *********!  (****)
0.09780399	****** ******, ***'* **** ****** *****!!
0.44901037	********* *** *******   **** ****** ** ******. * ***'* **** ***** **** *********. * ***'* **** * **** ***** *** *** ******* ****** *********. * **** **** *** ******* ** ** *****. *'*** *** *** **** ***** * **** ** *** *** ** *** ****** *** *******. ***** **** **** **** ********* ***** *** *** ** **** * ****** ** **** **** ***** ****. **** ** ******* **** **** ** **** ** ******* ** ******. **** ***'* **** ** ** **** **** * ***** **** ****** ***. *** **** * *****'* ****** *** ******* ***** * ****** **. **************
0.03870715	***... * ******** *** ****** *** *** ********'* ***** ***********. **** *****, * *** **** **** **** ******** ** *** ***** ***** *******... **:**, * *** **** (***)
0.10177787	***** *********   *'* *** ******** *********** ***** *********, *** *** **** ******** ***** ** ** *** **** **** **** * ******** **** ** ****** **********. **** **** ** **** *** ******* ** ******** ********* ******* ***. *** **** ******* ** *** *******, *** *******!  ****
0.4031314	** *********    ** ******* ****.  **** ******* *** ****,**** ***** ****** *** ******** ****.  ***** ****?  ********
0.37269515	""" ****, * **** *** ******** ****** *** * ***** *** * **** **** ** **** ** **** **** ** *** *****. **** ** * *** *** **** ********* ********* **** ****, * **** *** ****** ** ********** **** *** **** ******* ** ****** **** **** *************. **, *** *** ******************* ******* **??? ****** ****** **** *** ****** ** ***???  """
0.14589874	* ******* **** *** ***** ******* ***** ** *** **** ** , ***** ******** *** *******, * ****** **** **** ***** *** ***** ****** **** ****. ***** *** *** ********* ** **** **** ****?  **:**, *** *, **** (***)
0.5619121	"""   *** *** *** ** *** **** ******** ************** ** **** ****.   **** ** **** ***** ***. * ** * ********** ** ****'* ************ ******, *** * ***** *** ******* ******. (*** **** ** ** * ********** ** ****** **, *** ** ** ********* *** **** ** ****). ** *** ***** ** *** ***** ***/***/*** ****** ** *** **** **** ***** (**** ****-****) ** ***** ** ********* ****** ** *** *** *** **** ****** **** **** ******. *** **** """"*** ***** ***"""" **** ***** *** ****** ** **, ** *** **** * ******, ** **** *** ****'* ************ ******. **** ** ***** ******* ** *** *** ****** *** *****. * ** **** ** ****** ** **** **** ****** ** ** **** ****-***** ************* *** ***'* **** **** *** **** **** *** *** ******* *** **** ** ************. * **** ********* * ****** ** **** *** ** * ****** *************, *** ****** ** ********* ** *-**** **** *** *******. ****** *** **** **** ************* ********** *******, * ******* *** ****** **** **-******* ** *******, ** ***** ** ***** **** **** ***. * ** ****** **** * **** *** **** ** **-****** *** ******* ** *** *** *** *****, *** *** *** ***** ******** * ***** ***. *** *** *** ** *** ***** *************'* * **** **** ***** ****, *** *** *** ****** ********* ***'* ******* *********.   **. * ******* *** *** * ******** ********* *********, *** ********* ***'* **** **** *** **** **** *** *** ****** * ***** ****** ** ***/***/*** *******...*** ***** *** *** ********** *****, **** ** *** **** **** **.  * **** **-**** ** ******* ***** ** ****** **** ****** *** **** * ******** *******, *** **** ***."""
0.15134522	******** *******'* *******   ***** *** * ****** ******* ** **** ** *** **** ****. ******* ** **** ****** ***** - **** *****'* **** ******* *** ***** ********* - ** ***** ******* *** *** ********** ** *** ******* ***** ********, ** *** **** ** ******. ****** *** ***** **** *** *** *** **** ****?
0.09988448	******* ******** *** ****** **** ** **** ****** *** *** * ****** ********** ** ****** **** ********'*, ***** ****** *** ****** *** ******, *** ** ******* ********; ******* ****'** *** **** ** ******** ********, * ***'* ****, *** ****** ***** **** **** *****; ****'** **** **** ** **** ****** ******* *****......*** ******** *****? (****).
0.10255679	***, ******* *** ****?! ***** ****?
0.050968762	*** ****** ** **** ** ** **** ** **** * ***** ** **** ** *******! ****** *** *** ***********.
0.057628177	**** ** **!   ******* **** ** ***, ***. ***'* *** *** ******** ******* ***? *** ************ *********** ***?
0.079192884	***** **** ****** ** *** *** ********** ***** ** ***** ** **** *** ******* ******** ** *********, ** *** *** ** ***** ****. ********* ** *** * ******* *** *********** ** * **** ********** ** ******** *****. *** ***, *******, ********** ** *** ******* ******* ** *****.  *** *** ******* **** ** *** ***** **** ** ***** **** ***** ************ ** *** ************. ******.
0.07684708	******   ***** *** **** ******** *** **** ********* *** ****. * **** **** **** * ******* ** **.*****, ** *** ***** *** *** ********** ***** ** *** **** ** **, *** ** **** ** **** ****.  ***** *** ****
